"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,1310,RM-1310,SPA-BI,31,SPA-BI00031,Cerrado,"Delgado Alejandro","2024-01-17 10:50:21",2019-02-28,,2019-08-28,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2019-04-01,,,"No se cumplen cargar y hay que realizar modificaciones en el emplazamiento",62870
RM,10201,RM-10201,SPA-BX,1596,SPA-BX01596,Abierto,"Alexandre GOMBA","2024-01-17 10:47:27",2023-12-23,,,"Propiedad, Mantenimiento","criticidad muy alta < 3 meses",2024-01-31,,2,"Abrir negociación con la propiedad para intentar reconducir la situación Tenemos contrato hasta el 09/06/2026 y tiene que respetarlo. Tenemos bloqueo de la propiedad y se está negociando para aclarar la situación con ellos",236927
RM,1279,RM-1279,SPA-AB,6008,SPA-AB06008,Cerrado,"Delgado Alejandro","2024-01-17 10:50:23",2019-01-28,,2019-05-13,Propiedad,"criticidad baja > 9 meses",2021-05-30,,,"Recibido burofax de la propiedad comunicando el vencimiento del contrato con fecha 30/5/21 así como una revisión de los GG.",58842
RM,1190,RM-1190,SPA-GI,164,SPA-GI00164,Abierto,"Delgado Alejandro","2024-01-17 10:48:39",2023-05-18,,,"Otro Operador","criticidad muy alta < 3 meses",2023-04-25,,2,"Recobido burofax en tiempo y forma. Cesion TI",232990
RM,1657,RM-1657,SPA-PO,5920,SPA-PO05920,Cerrado,"Delgado Alejandro","2024-01-17 10:50:54",2018-10-26,,2019-06-26,Legalización,"criticidad muy alta < 3 meses",2019-02-19,,,,48179
RM,105,RM-105,SPA-BX,277,SPA-BX00277,Cerrado,"Delgado Alejandro","2024-01-17 10:49:21",2022-01-10,,2023-11-20,Propiedad,"criticidad muy alta < 3 meses",2023-07-24,,,"W02: Se incluye el punto en riesgo, recibimos burofax de rescisión con fecha de vencimiento 24/07/2023.",221627
RM,1050,RM-1050,SPA-VA,2431,SPA-VA02431,Cerrado,"Delgado Alejandro","2024-01-17 10:50:12",2019-06-03,,2021-10-06,Legalización,"criticidad alta < 6 meses",2020-09-30,,,"ST que confirma la inadmisión de la DR",79771
RM,594,RM-594,SPA-MA,3070,SPA-MA03070,Cerrado,"Delgado Alejandro","2024-01-17 10:48:51",2022-09-29,,2022-11-17,Propiedad,"criticidad muy alta < 3 meses",2022-10-31,,,"W39: Se incluye punto en riesgo. Motivo; propiedad avisa que quiere que desmontemos cuanto antes",228331
RM,170,RM-170,SPA-BX,482,SPA-BX00482,Abierto,"Delgado Alejandro","2024-01-28 23:11:03",2022-11-19,,,Propiedad,"criticidad alta < 6 meses",2024-06-08,,1,"El problema… la propiedad ha solicitado un informe a un arquitecto que les ha dicho que la situación de la azotea es precaria, que no admite incremento de peso sobre lo actual.",229098
RM,10030,RM-10030,SPA-GC,1008,SPA-GC01008,Cerrado,"Alexandre GOMBA","2024-01-18 23:51:27",2023-09-25,,2023-11-07,Acometida,"criticidad muy alta < 3 meses",2023-11-23,,1,"En este Hotel (Crisol Alisios Canteras) parece que tenemos acometida cedida y la propiedad nos está cortando el suministro porque quiere que nos desenganchemos.
El contacto es Ignacio Tfno: 619 70 71 70 y no tiene que haber problemas para conseguirlo ya que está en Las Palmas en la playa de las Canteras…",235454
RM,1038,RM-1038,SPA-TX,8035,SPA-TX08035,Abierto,"Delgado Alejandro","2024-01-18 23:51:54",2021-05-17,,,Propiedad,"criticidad muy alta < 3 meses",2023-11-30,,2,"W20: Tenemos problemas con este cruzado

El Ayuntamiento ha enviado notificación denunciando la finalización del contrato y no permite que VDF instale

Aunque el vto es 30/11/2022, dado que hay que hacer el jumping y no lo permiten, se crea el riesgo con G1 y tenemos que buscar alternativa.",194551
RM,518,RM-518,SPA-LE,106,SPA-LE00106,Abierto,"Delgado Alejandro","2024-01-17 10:49:15",2022-02-07,,,"Legalización, Despliegue","criticidad muy alta < 3 meses",2023-08-07,2.0,2,"Repliegues: Gestion de riesgos- Denegacion pacífica pero mantenemos SF porque es complicado crecer",222282
RM,1134,RM-1134,SPA-ZX,45,SPA-ZX00045,Cerrado,"Delgado Alejandro","2024-01-17 10:49:50",2020-04-14,,2020-06-01,Propiedad,"criticidad baja > 9 meses",2024-07-08,,,"Recibido burofax con fecha de rescisión 08/07/2020",128814
RM,1078,RM-1078,SPA-VI,10,SPA-VI00010,Cerrado,"Delgado Alejandro","2024-01-17 10:50:22",2019-01-29,,2019-10-14,Propiedad,"criticidad muy alta < 3 meses",2019-07-09,,,"Aunque en su día se firmó ampliación de vto hasta 2022, hay una salvedad del contrato en caso de venta y es que produciéndose ésta, dan 6 meses para desmontar si el nuevo propietario no quiere continuar y se ha dado el caso. vamos a ver si se puede reubicar o negociar",58961
RM,1175,RM-1175,SPA-CA,4515,SPA-CA04515,Abierto,"Delgado Alejandro","2024-01-17 10:48:05",2023-06-04,,,"Otro Operador","criticidad muy alta < 3 meses",2020-10-24,,2,"Recibido burofax de la propiedad y ON TOWER en tiempo y forma. Contrato vencido",233283
RM,776,RM-776,SPA-MX,9001,SPA-MX09001,Abierto,"Delgado Alejandro","2024-01-17 10:49:18",2022-01-26,,,"Otro Operador","criticidad muy alta < 3 meses",2023-01-31,,2,"W04: Se incluye el riesgo por parte de Telecom Ibérica.",221992
RM,1347,RM-1347,SPA-BX,977,SPA-BX00977,Abierto,"Delgado Alejandro","2024-01-18 23:52:01",2020-02-19,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-31,,1,"Repliegues: Gestion de riesgos",118693
RM,23,RM-23,SPA-BA,351,SPA-BA00351,Abierto,"Delgado Alejandro","2024-01-17 10:48:27",2023-02-07,,,"Otro Operador","criticidad baja > 9 meses",2024-12-02,,2,"RECIBIDO BUROFAX EN TIEMPO Y FORMA. CESION CON ON TOWER",230641
RM,268,RM-268,SPA-CE,1001,SPA-CE01001,Abierto,"Delgado Alejandro","2024-01-17 10:49:27",2021-09-24,,,Propiedad,"criticidad baja > 9 meses",2026-03-13,,3,"W38:  Recibido burofax de rescisión con fecha vencimiento 13/03/2026.  Salvo error, el contrato se autorrenovó en 09/2020 pues tenía vencimiento 03/2021 y preaviso de 6 meses. Nos mantenemos a la espera.",211682
RM,1375,RM-1375,SPA-BX,3093,SPA-BX03093,Cerrado,"Delgado Alejandro","2024-01-17 10:50:05",2019-09-27,,2020-03-10,"Intervención de la Propiedad","criticidad alta < 6 meses",2019-11-27,,,"Repliegues: Gestion de riesgos",94845
RM,1368,RM-1368,SPA-BX,2503,SPA-BX02503,Abierto,"Delgado Alejandro","2024-01-17 10:47:58",2023-07-12,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-18,,1,"Se reabre el riesgo porque la propiedad solicita negociar las condiciones. Hay que aclarar el vencimiento porque hay discrepancias",234008
RM,22,RM-22,SPA-AX,320,SPA-AX00320,Abierto,"Delgado Alejandro","2024-01-17 10:49:17",2022-02-01,,,"Otro Operador","criticidad muy alta < 3 meses",2022-11-21,,2,"W05: Se incluye el punto como riesgo de Telecom Ibérica.",222140
RM,10112,RM-10112,SPA-AX,5516,SPA-AX05516,Abierto,"Alexandre GOMBA","2024-01-28 20:39:32",2023-10-31,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-19,,1,"Recibido burofax en tiempo y forma",235960
RM,755,RM-755,SPA-MX,5015,SPA-MX05015,Cerrado,"Delgado Alejandro","2024-01-17 10:49:02",2022-05-23,,2023-07-09,Propiedad,Apagado,2022-04-25,,,"W21 2022: Se incliuye el punto en riesgo, es un site apagado en el nodo parking de Cibeles. La idea es poner una instalación mínima (micro/Small cells).",225689
RM,692,RM-692,SPA-MX,366,SPA-MX00366,Abierto,"Delgado Alejandro","2024-01-17 10:49:32",2021-05-19,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2022-11-30,,2,"W20: Se incluye el riesgo, el Corte Inglés nos pide que nos pongamos en contacto con ellos para realizar una visita al Corte Inglés de la Castellana. Están realizando una reforma en la cubierta y quieren que movamos las antenas.",194693
RM,300,RM-300,SPA-CR,3083,SPA-CR03083,Abierto,"Delgado Alejandro","2024-01-17 10:49:39",2021-02-10,,,"Otro Operador","criticidad muy alta < 3 meses",2022-02-01,,2,"Recibido un burofax de rescisión de T.I, el contrato vence el 01/02/2022. No es necesario lanzar SF.",177997
RM,10076,RM-10076,SPA-HU,7129,SPA-HU07129,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:37",2019-09-10,,2023-12-31,Propiedad,"criticidad muy alta < 3 meses",2023-12-18,,,"Problemas con la propiedad real. Teniamos contrato con el Ahuntgamiento y realmente la propiedad es un particularr. Se está negociando por Legal y vemos posibilidad de acuerdo",91797
RM,983,RM-983,SPA-TF,7000,SPA-TF07000,Cerrado,"Delgado Alejandro","2024-01-17 10:48:19",2023-03-31,,2023-07-06,"Propiedad, Mantenimiento","criticidad baja > 9 meses",2024-12-09,,,"Lanzamos renego por anticiacion para ampliar vigencia y ver el estado del edificio que parece que no está en buenas condiciones",231989
RM,466,RM-466,SPA-IB,148,SPA-IB00148,Cerrado,"Delgado Alejandro","2024-01-18 23:51:52",2021-09-06,,2022-03-30,Propiedad,"criticidad baja > 9 meses",2025-03-29,,,"W35: Se incluye el punto como riesgo. Es el traslado de la BAL0438A SHARING en Cala Fornells (Menorca).

El IB0148 no tiene contrato en precario aunque vence en marzo de 2022. He hablado con el alcalde de Es Mercadal y confirmado que no quieren renovar por alarma social (hay un colegio cercano), dice que tampoco tenemos licencia concedida y quieren rescindir. 
Me ha dado el contacto de la empresa que tiene un site en Es Fornells. El suelo es municipal, esta empresa tienen la cesión del ayto.  y quieren que nos ubiquemos allí.
Telefónica está instalado ya en el site. 
Nos van a enviar la ubicación del emplazamiento y vemos si sería válida.",209717
RM,1263,RM-1263,SPA-ZX,412,SPA-ZX00412,Cerrado,"Delgado Alejandro","2024-01-17 10:48:04",2023-06-07,,2023-12-19,Propiedad,"criticidad muy alta < 3 meses",2023-12-09,,,"Recibido burofax en tiempo y forma. Peligeroso porque está GAE detras o al menos en su día estaba",233368
RM,686,RM-686,SPA-MX,534,SPA-MX00534,Cerrado,"Delgado Alejandro","2024-01-18 23:51:40",2023-03-26,,2023-12-22,Propiedad,"criticidad muy alta < 3 meses",2023-11-16,,,"Nos han comunicado que enviaron en el año 2019 Burofax de rescisión por los diversos problemas que ocasiono la instalación.

Están devolviendo rentas parece",231829
RM,455,RM-455,SPA-HX,490,SPA-HX00490,Abierto,"Delgado Alejandro","2024-01-28 22:04:32",2022-11-22,,,"Otro Operador","criticidad muy alta < 3 meses",2024-04-29,,2,"Repsol y On Tower han llegado a un acuerdo por el que On Tower adquiere los derechos de explotación de las gasolineras Repsol para instalaciones de Telecomunicaciones y adquiere los derechos asociados a nuestros contratos.",229158
RM,1256,RM-1256,SPA-VX,1184,SPA-VX01184,Abierto,"Delgado Alejandro","2024-01-17 10:48:04",2023-06-07,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-02,,1,"Recibido budrofax en tiempo y forma",233370
RM,1268,RM-1268,SPA-AB,13,SPA-AB00013,Abierto,"Delgado Alejandro","2024-01-17 10:49:49",2020-06-09,,,"Propiedad, Otro Operador","criticidad muy alta < 3 meses",2021-02-01,,2,"Es un contrato que ha comprado Telecom Ibérica y vence en 02/2021",142317
RM,482,RM-482,SPA-IB,315,SPA-IB00315,Abierto,"Delgado Alejandro","2024-01-18 23:51:42",2022-11-20,Si,,Despliegue,"criticidad muy alta < 3 meses",2024-02-04,,2,"Propiedad muy conflictiva y no permite realizar el despliegue. El vencimiento es en 2024 pero criticidad alta porque impide despliegue de 5G. Zona complicada",229099
RM,1373,RM-1373,SPA-BX,6060,SPA-BX06060,Abierto,"Delgado Alejandro","2024-01-17 10:49:53",2020-02-13,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-06-01,,2,"El FCBarcelona por obras en el Estadio, nos hace modificar una ruta de FO",118085
RM,122,RM-122,SPA-BX,311,SPA-BX00311,Cerrado,"Delgado Alejandro","2024-01-17 10:48:48",2022-11-20,,2023-05-03,Propiedad,"criticidad baja > 9 meses",2023-12-02,,,"Esta propiedad ha enviado burofax de rescisión en tiempo y forma. Finaliza el contrato el 2/12/23",229104
RM,513,RM-513,SPA-IB,1526,SPA-IB01526,Abierto,"Delgado Alejandro","2024-01-17 10:49:11",2022-02-28,,,"Propiedad, Otro Operador","criticidad alta < 6 meses",2024-05-01,,2,"Emplazamiento en SOL Meliá vendido a Cellnex. Se declara en riesgo para ver las posibilidad de encontrar una alternativa y replegarse.",222922
RM,1839,RM-1839,SPA-OX,9094,SPA-OX09094,Abierto,"Delgado Alejandro","2024-01-17 10:47:56",2023-07-20,,,Propiedad,"criticidad muy alta < 3 meses",2023-01-01,,2,"Hay que renovar este contrato porque no tenía cláusula de renovacion",234144
RM,1868,RM-1868,SPA-MA,2755,SPA-MA02755,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-28 22:59:07",2023-07-27,Si,,Propiedad,"criticidad media < 9 meses",2024-10-26,,2,"Recibido burofax solicitando el desmontaje por no aportales la documentación contraxtual. Problema entre propiedades",234245
RM,1215,RM-1215,SPA-MU,395,SPA-MU00395,Cerrado,"Delgado Alejandro","2024-01-17 10:48:07",2023-05-26,,2023-09-19,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-07-31,,,"Según el informe realizado por FLM (adjunto), lo que ha sucedido, es que se ha producido un INCENDIO en una sala o equipamiento de la propiedad, por lo que no ha sido debido a las altas temperaturas, sino más bien a un problema del club de futbol. No me creo que si la causa del incendio hubiera sido la alta temperatura de la sala o de algún equipo radio, la propiedad se hubiera callado y no hubiera realizado la correspondiente denuncia/escalado a los operadores. También creo, que la propiedad ha dado una solución provisional a la sala multioperador, sabedora de que el problema se ha generado en sus instalaciones/equipamiento y no en las instalaciones de los operadores. Creo que somos unos damnificados y no los causantes del incendio.",233176
RM,893,RM-893,SPA-SE,1817,SPA-SE01817,Cerrado,"Delgado Alejandro","2024-01-17 10:48:35",2023-01-08,,2023-10-09,Propiedad,"criticidad alta < 6 meses",2026-04-04,,,"Os resumo la última reunión que he tenido esta mañana en Utrera con los Propietarios de estos 2 emplazamientos. Deciros que estos señores son unos socios, que además de tener la Propiedad del SE1817, tienen la mayoría, junto al Alcalde, de los inmuebles del Centro Comercial, y por lo tanto los que deciden. Sobre el SE1817, sólo contemplan un 35% de subida, (según su abogado, un 20% que deberíamos haber subido por la escisión, y un 15% más, por el subarriendo, que en estos momentos está prohibido). van a enviar un burofax dándonos XX días para que pongamos nuestro propio contador y contratemos con la compañía.",229942
RM,10235,RM-10235,SPA-SO,9746,SPA-SO09746,Abierto,"Alexandre GOMBA","2024-01-28 22:11:13",2023-12-11,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2024-04-18,,1,"El prepayment descrito en el asunto, ha llamado pidiendo la reubicación, se trata de un AYTO que necesita ese espacio para el desarrollo empresarial de la localidad.Entiende por ello que seria necesario rebajar la renta, por lo que podemos cerrar el prepayment sin problemas, con una TIR alta. No van a gestionar el contrato hasta que no sepamos la viabilidad de la reubicación, pero nos han transmitido que necesitan la máxima celeridad.",236603
RM,1257,RM-1257,SPA-VX,1040,SPA-VX01040,Abierto,"Delgado Alejandro","2024-01-30 16:40:39",2023-05-13,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-10-13,,2,"RECIBIDO BUROFAX DE RESCISION FUERA DE PLAZO. NO OBSTANTE VAMOS A CONTACTAR CON ELLOS. GRAVEDAD 2. LA PROPIEDAD REMITIÓ 2 BUROFAXES, EL 1º  EN PLAZO EL 24 DE MARZO.",232901
RM,1485,RM-1485,SPA-HX,9617,SPA-HX09617,Cerrado,"Delgado Alejandro","2024-01-17 10:50:28",2018-12-04,,2023-12-28,Propiedad,"criticidad muy alta < 3 meses",2023-05-01,,,"Nos prohíben el acceso pues consideran que no existe relación contractual, el contrato se ha estado renovando desde 2012  anualmente por TR.",53054
RM,465,RM-465,SPA-IB,304,SPA-IB00304,Cerrado,"Delgado Alejandro","2024-01-18 23:51:47",2022-03-07,,2024-01-09,Propiedad,"criticidad muy alta < 3 meses",2023-10-27,,1,"W10: Recibido burofax de rescisión con fecha de vencimiento 27/10/2023",223111
RM,148,RM-148,SPA-BX,583,SPA-BX00583,Cerrado,"Delgado Alejandro","2024-01-17 10:49:24",2021-11-29,,2023-02-28,Propiedad,"criticidad baja > 9 meses",2023-10-20,,,"W48: Incluimos el punto como riesgo. Tenemos una propiedad cabreada por problemas de ruidos y con un contrato que vence en Oct-23, nos mantenemos a la espera de cómo evolucione el tema de los ruidos.",221040
RM,1071,RM-1071,SPA-VX,93,SPA-VX00093,Cerrado,"Delgado Alejandro","2024-01-17 10:48:20",2023-03-27,,2023-11-02,Propiedad,"criticidad alta < 6 meses",2024-03-31,,,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",231859
RM,1633,RM-1633,SPA-MX,8048,SPA-MX08048,Cerrado,"Delgado Alejandro","2024-01-17 10:50:10",2019-06-19,,2021-04-14,Propiedad,"criticidad alta < 6 meses",2019-12-31,,,"Recibida comunicación de la propiedad comunicando la rescisión del contrato con fecha 1/4/20",81587
RM,1450,RM-1450,SPA-GI,80,SPA-GI00080,Cerrado,"Delgado Alejandro","2024-01-17 10:50:13",2019-05-27,,2020-02-18,Propiedad,"criticidad baja > 9 meses",2025-01-13,,,"No hemos recibido todavía el burofax pues van a esperar al ultimo momento, pero la nueva propiedad tiene muy claro que quiere que nos vayamos, quieren reformar el hotel",77333
RM,1529,RM-1529,SPA-LE,103,SPA-LE00103,Abierto,"Delgado Alejandro","2024-01-17 10:50:53",2018-10-26,,,"Legalización, Despliegue","criticidad muy alta < 3 meses",2023-03-07,,2,"Mantenemos en riesgo algo por agilizar SF dado que no podemos crecer en el punto. Sin reisgo de apagado",48197
RM,1470,RM-1470,SPA-GI,8619,SPA-GI08619,Abierto,"Delgado Alejandro","2024-01-17 10:50:14",2019-05-16,,,Propiedad,"criticidad muy alta < 3 meses",2023-06-30,,2,"recibida comunicación de la propiedad diciendo que el vencimiento es el 1/7/19. enviaron burofax en enero pero no nos constaba su entrega.",76044
RM,10243,RM-10243,SPA-TX,7665,SPA-TX07665,Abierto,"Alexandre GOMBA","2024-01-18 23:51:25",2023-12-30,,,"Otro Operador","criticidad media < 9 meses",2024-09-10,,2,"La propiedad del TX7665 nos indica que ha recibido una propuesta de capitalización de una empresa de telecomunicaciones. La propiedad estaría dispuesta a ignorar la oferta de cesión, si elevamos el importe a 4.800.-€ + I.V.A  anuales + el incremento del I.P.C. anual
Por menos importe serán obligados a aceptar la oferta de cesión de arrendamiento que les ofrecen la otra empresa.",237034
RM,1425,RM-1425,SPA-CX,3051,SPA-CX03051,Cerrado,"Delgado Alejandro","2024-01-17 10:50:07",2019-08-14,,2019-09-23,Propiedad,"criticidad alta < 6 meses",2019-12-16,,,"Recibido burofax de rescisión, el contrato vence el 16/12/2019",89071
RM,9997,RM-9997,SPA-VX,68,SPA-VX00068,Abierto,"Alexandre GOMBA","2024-01-28 22:13:03",2023-10-24,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-15,,1,"Enviado burofax en tiempo y forma",235868
RM,1671,RM-1671,SPA-SE,13,SPA-SE00013,Cerrado,"Delgado Alejandro","2024-01-17 10:49:45",2020-09-22,,2022-08-29,Propiedad,"criticidad muy alta < 3 meses",2022-09-08,,,"Recibimos burofax de rescisión con fecha de vencimiento 08/09/2021",156358
RM,16,RM-16,SPA-BX,16,SPA-BX00016,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:45",2022-12-01,,2023-11-12,Propiedad,"criticidad muy alta < 3 meses",2023-10-22,,,"W48 Se reabre el riesgo por haber recibido burofax de resision en tiempo y forma",229291
RM,139,RM-139,SPA-BX,691,SPA-BX00691,Abierto,"Delgado Alejandro","2024-01-17 10:49:14",2022-02-15,,,"Despliegue, Mantenimiento","criticidad baja > 9 meses",2026-01-01,,2,"W07 Incluimos el punto en riesgo por Mantenimiento y Despliegue y lanzar la búsqueda de alternativa. No vamos a asumir el construirle la torre a la propiedad y encima pagar una renta.",222496
RM,1679,RM-1679,SPA-SE,39,SPA-SE00039,Cerrado,"Delgado Alejandro","2024-01-17 10:50:50",2018-10-26,,2018-11-27,Propiedad,"criticidad muy alta < 3 meses",2018-11-15,,,,48234
RM,516,RM-516,SPA-LE,9,SPA-LE00009,Abierto,"Delgado Alejandro","2024-01-18 23:51:47",2022-02-18,,,Propiedad,"criticidad baja > 9 meses",2025-01-14,,1,"W07: Se incluye el punto en riesgo, la propiedad cobra 11.834 € y el contrato vence el 14/01/2025 y no quieren negociar nada hasta dicha fecha en la que anuncian que enviarán el burofax de rescisión con 1 año de antelación.

Hay que lanzar la búsqueda de alternativa para estar seguros de que podremos replegarnos si es necesario ya que tenemos a OSP+VODAFONE+TME+YOIGO en el emplazamiento",222593
RM,790,RM-790,SPA-OX,6707,SPA-OX06707,Abierto,"Delgado Alejandro","2024-01-18 23:51:44",2022-06-22,,,"Propiedad, Despliegue","criticidad media < 9 meses",2024-08-12,,2,"En esta estación no es posible ampliar la acometida. Llevamos años intentándolo y no ha sido posible ejecutarla por permisos de paso.
Tenemos a ORANGE y a TME, y no ha sido posible ejecutar el JUMPING OSP-VODAFONE.
El contrato que vence el 12/08/2024 y sus derechos han sido adquiridos por Telecom Ibérica.",226293
RM,773,RM-773,SPA-NA,21,SPA-NA00021,Cerrado,"Delgado Alejandro","2024-01-17 10:49:01",2022-06-10,,2023-05-04,Propiedad,"criticidad alta < 6 meses",2023-12-01,,1,"W23 2022: Se incluye el punto en riesgo, recibido burofax de rescisión de la propiedad con fecha de vencimiento 20/01/2025.",226081
RM,1219,RM-1219,SPA-MX,602,SPA-MX00602,Abierto,"Delgado Alejandro","2024-01-17 10:48:06",2023-05-30,,,Propiedad,"criticidad muy alta < 3 meses",2023-11-05,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",233209
RM,1597,RM-1597,SPA-MX,181,SPA-MX00181,Cerrado,"Delgado Alejandro","2024-01-17 10:50:33",2018-10-26,,2020-03-04,Propiedad,"criticidad baja > 9 meses",2022-01-22,,,,48454
RM,226,RM-226,SPA-CA,4509,SPA-CA04509,Abierto,"Delgado Alejandro","2024-01-28 22:53:17",2022-09-19,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-10-13,,2,"W38:Se incluye punto en riesgo. Se ha recibido burofax de On Tower indicando que han adquirido los derechos crédito de contrato.",228066
RM,1881,RM-1881,SPA-BU,4301,SPA-BU04301,Cerrado,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:56",2023-07-26,,2023-09-19,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-09-30,,1,"Para aprobar las ampliaciones solicitadas por VDF la propiedad exige la remodelación del emplazamiento.",234223
