"Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id Site - prefix","Id Site - number","Id Site",Estado,Autor,"Fecha de Creación","Ultimo cambio",Nombre,"Coordinates - Latitude - WGS 84","Coordinates - Longitude - WGS 84","Coordinates - Elevation",Tags,"Referencia Catastral","Plot/Terrace azimuth","Wind zone","Plot / terrace length","Plot / terrace width","Mobile performed","Mobile username","Date of mobile report","Uso del Terreno","Clasificación del terreno","Tipología Propiedad","Tipo de Propiedad","24x7 Access","Dirección Catastral","Access Control","Tipo de Instalación","Causa Rechazo Candidato","Infrastructure type","Non-Feasibility Reason","Fiber Feasibility","Photo report raw"
LO,4569,LO-004569,SPA-MX,1262,SPA-MX01262,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:05",MX1262,40.524756,-3.60048,650.0,,9055507VK4896S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,8441,LO-008441,SPA-MX,7973,SPA-MX07973,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:33:54",MX7973,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,2218,LO-002218,SPA-CX,1736,SPA-CX01736,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:39",CX1736,43.260217,-8.194503,152.0,,15064A00100316,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 1 Parcela 316 COTO","No Restringido",Existente,,TORRE,,,
LO,4181,LO-004181,SPA-MU,8120,SPA-MU08120,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:34",MU8120,38.188263,-1.893245,850.0,,30028A12909000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL OLIVERICA 14","No Restringido",Existente,,AZOTEA,,,
LO,1513,LO-001513,SPA-CA,5132,SPA-CA05132,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:53",CA5132,36.902181,-5.484018,435.0,,11005A00200006,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,TORRE,,,
LO,1307,LO-001307,SPA-BX,2610,SPA-BX02610,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:54",BX2610,41.388659,2.048649,43.0,,0627415DF2802F,,,,,,,,,,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,5088,LO-005088,SPA-NA,3619,SPA-NA03619,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:45",NA3619,42.811376,-1.644976,0.0,,201021153A,,,,,,,,Residencial,Urbano,"Doble Titularidad",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,7477,LO-007477,SPA-VX,1200,SPA-VX01200,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:49",VX1200,39.420564,-0.389162,10.0,,46022A01209000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7130,LO-007130,SPA-VA,4092,SPA-VA04092,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:38",VA4092,41.987148,-5.068854,767.0,,47095A01105059,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 11 Parcela 5059 CTRA DE CUENCA. MORAL DE LA REINA (VALLADOLID)","No Restringido",Existente,,TORRE,,,
LO,3694,LO-003694,SPA-LX,320,SPA-LX00320,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:49:33",LX0320,41.906907,0.889774,479.0,,25074A01209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"TN PRESA ALÒS DE BALAGUER","No Restringido",Existente,,AZOTEA,,,
LO,4768,LO-004768,SPA-MX,3911,SPA-MX03911,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:57",MX3911,40.665615,-3.773716,700.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,3573,LO-003573,SPA-LU,7335,SPA-LU07335,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:02",LU7335,42.527728,-7.490107,400.0,,27031A07800319,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"LG REIGADA-PQ MONFORTE LEMOS Polígono 78 Parcela 319 K00807000PH20G, RIOSECO.","No Restringido",Existente,,TORRE,,,
LO,3290,LO-003290,SPA-JX,7841,SPA-JX07841,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:24",JX7841,38.149655,-3.510482,338.0,,23094A03300006,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 33 Parcela 6 MARIA ESCRIBANA","No Restringido",Existente,,TORRE,,,
LO,7326,LO-007326,SPA-VX,278,SPA-VX00278,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:08",VX0278,39.457951,-0.43638,23.0,,0610104YJ2701S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,"CM HONDO RAMBLETA 8(C)",Restringido,Existente,,AZOTEA,,,
LO,6075,LO-006075,SPA-SG,9304,SPA-SG09304,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:01:43",SG9304,41.405008,-3.651516,1094.0,,40093A01009003,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 5 Parcela 408 CARRETERA DE LAZARO.","No Restringido",Existente,,TORRE,,,
LO,7187,LO-007187,SPA-VI,8809,SPA-VI08809,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:20:29",VI8809,42.737937,-2.747233,633.0,,,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,,"Polígono 515 Parcela 15354
EL CASTILLO. CONDADO DE TREVIÑO (BURGOS)","No Restringido",Existente,,TORRE,,,
LO,7425,LO-007425,SPA-VX,1040,SPA-VX01040,Activo,"Oscar Camps Solaesa",2023-05-24,"2024-01-25 16:00:43",VX1040,39.469888,-0.339987,7.0,,46900A09809000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,4518,LO-004518,SPA-MX,957,SPA-MX00957,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:52",MX0957,40.447887,-3.696533,650.0,,1078901VK4717G,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,8650,LO-008650,SPA-SE,1916,SPA-SE01916,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:38:22",SE1916,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,6935,LO-006935,SPA-TX,7760,SPA-TX07760,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:29",TX7760,41.082245,0.472123,336.0,,43049A00300177,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,"Polígono 3 Parcela 191","No Restringido",Existente,,TORRE,,,
LO,2156,LO-002156,SPA-CX,462,SPA-CX00462,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:22",CX0462,42.894455,-9.136598,43.0,,15020A03100383,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"LG PINDO Polígono 31 Parcela 323 PARDICES","No Restringido",Existente,,TORRE,,,
LO,4958,LO-004958,SPA-MX,6803,SPA-MX06803,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:51",MX6803,40.293595,-3.999781,0.0,,28022A99909000,,,,,,,,,,"Propietario único",Privado,Si,"CL DEHESA MARI-MARTIN 5",Restringido,Existente,,TORRE,,,
LO,1569,LO-001569,SPA-CC,6402,SPA-CC06402,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:05:06",CC6402,40.133397,-5.655842,709.0,,10108A00200036,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 2 Parcela 36.LAS HAZAS.","No Restringido",Existente,,TORRE,,,
LO,3109,LO-003109,SPA-IB,203,SPA-IB00203,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:36",IB0203,39.451563,2.754223,100.0,,8570902DD7687S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,8449,LO-008449,SPA-MX,8399,SPA-MX08399,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:34:05",MX8399,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,4951,LO-004951,SPA-MX,6602,SPA-MX06602,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:49",MX6602,40.424659,-3.6766,698.0,,28900A90009000,,,,,,,,,,"Propietario único",Privado,,,Restringido,Existente,,"SC – Fachada",,,
LO,4403,LO-004403,SPA-MX,453,SPA-MX00453,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:20",MX0453,40.417982,-3.674472,650.0,,28900A90009000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,6067,LO-006067,SPA-SG,9200,SPA-SG09200,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:01:40",SG9200,41.070669,-4.161405,910.0,,2775057VL0427N,,,,,,,,,,"Propietario único",Privado,Si,"Polígono 5 Parcela 56 GUIJARES.","No Restringido",Existente,,TORRE,,,
LO,4165,LO-004165,SPA-MU,1634,SPA-MU01634,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:30",MU1634,38.113851,-1.304595,121.0,,30009A02109000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"CL LEPANTO 22","No Restringido",Existente,,AZOTEA,,,
LO,6765,LO-006765,SPA-TO,1490,SPA-TO01490,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:42:27",TO1490,39.862822,-3.976094,0.0,,6531101VK1163B,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL RIO GUADIANA 12",Restringido,Existente,,AZOTEA,,,
LO,1366,LO-001366,SPA-BX,3944,SPA-BX03944,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:10",BX3944,41.548859,2.127998,184.0,,08186A03009000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,2061,LO-002061,SPA-CX,1,SPA-CX00001,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:56",CX0001,43.368834,-8.401917,5.0,,15900A01809000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"CL REAL 87","No Restringido",Existente,,AZOTEA,,,
LO,5495,LO-005495,SPA-PO,5007,SPA-PO05007,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:29",PO5007,42.437541,-8.620786,83.0,,36900A16409000,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,No,"RU POMBA (DA) 4",Restringido,Existente,,TORRE,,,
LO,782,LO-000782,SPA-BX,16,SPA-BX00016,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:23",BX0016,41.405709,2.134968,121.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,,Existente,,AZOTEA,,,
LO,3607,LO-003607,SPA-LU,7650,SPA-LU07650,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:11",LU7650,42.533883,-7.812254,639.0,,39041A01100063,,,,,,,,Agrícola,Rústico,"Land Agg (On Tower)",Privado,Si,"Polígono 20 Parcela 54
OUTEIRO. CARBALLEDO","No Restringido",Existente,,TORRE,,,
LO,6759,LO-006759,SPA-TO,1030,SPA-TO01030,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:42:26",TO1030,39.96217,-4.818148,0.0,,4551801UK4245S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,1246,LO-001246,SPA-BX,1995,SPA-BX01995,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:35",BX1995,41.457115,2.066126,172.0,,2101601DF2920A,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"RB MOSSEN JACINT VERDAGUER 11",,Existente,,TORRE,,,
LO,5599,LO-005599,SPA-PO,6623,SPA-PO06623,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:55",PO6623,42.628824,-8.139153,513.0,,36024A26501906,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"LG VIÑOA-SOUTOLONGO Polígono 265 Parcela 1906 ZARRA DA VIÑOA","No Restringido",Existente,,TORRE,,,
LO,8551,LO-008551,SPA-AV,8638,SPA-AV08638,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:36:16",AV8638,,,,,,,,,,,,,Agrícola,Rústico,,,,,,Nuevo,,,,,
LO,5236,LO-005236,SPA-OX,220,SPA-OX00220,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:24",OX0220,43.364466,-5.848798,220.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,6509,LO-006509,SPA-TF,6021,SPA-TF06021,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:18",TF6021,28.448499,-16.288548,265.0,,3974029CS7437S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,53,LO-000053,SPA-AB,6030,SPA-AB06030,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:31",AB6030,39.241709,-1.795655,695.0,,02045A00909000,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,,"No Restringido",Existente,,TORRE,,,
LO,3954,LO-003954,SPA-MA,3013,SPA-MA03013,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:25",MA3013,37.020236,-4.574292,550.0,,9984104UF5998N,,,,,,,,,,"Propietario único",Privado,,,Restringido,Existente,,AZOTEA,,,
LO,8227,LO-008227,SPA-VA,9068,SPA-VA09068,Activo,"Oscar Camps Solaesa",2023-08-03,"2023-10-27 20:22:05",VA9068,41.628872,-4.784644,735.0,,,,,,,,,,,,,,,,Restringido,Nuevo,,AZOTEA,,,
LO,339,LO-000339,SPA-AX,6106,SPA-AX06106,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:06",AX6106,38.614635,-0.589994,672.0,,03079A00409000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"AVDA. DEL JUGUETE 16","No Restringido",Existente,,AZOTEA,,,
LO,3284,LO-003284,SPA-IB,9114,SPA-IB09114,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:49:24",IB9114,39.57298,2.654346,5.0,,0306605DD7800E,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,4617,LO-004617,SPA-MX,2061,SPA-MX02061,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:18",MX2061,40.59272,-4.159407,0.0,,28131A01200032,,,,,,,,,,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,,,,
LO,1693,LO-001693,SPA-CR,7,SPA-CR00007,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:40",CR0007,39.017737,-3.805299,616.0,,13031A01700006,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,"Polígono 17, Parcela 7. LA QUIÑONADA","No Restringido",Existente,,TORRE,,,
LO,2584,LO-002584,SPA-GI,8626,SPA-GI08626,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:29",GI8626,42.056647,3.04215,50.0,,17225A00600264,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,,"No Restringido",Existente,,TORRE,,,
LO,7094,LO-007094,SPA-VA,2273,SPA-VA02273,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:29",VA2273,41.646867,-4.749414,695.0,,47900A00409000,,,,,,,,Residencial,Urbano,"Land Agg (Telecom Ib.)",Privado,Si,"CL M.SAN LORENZO ESCORIAL 1 Parcela 17 VALLADOLID (VALLADOLID)","No Restringido",Existente,,AZOTEA,,,
LO,4080,LO-004080,SPA-MU,148,SPA-MU00148,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:07",MU0148,37.608101,-0.973845,5.0,,8843004XG7684S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1489,LO-001489,SPA-CA,4424,SPA-CA04424,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:47",CA4424,36.660712,-5.457448,374.0,,11038A00800134,,,,,,,,,,"Propietario único",Privado,Si,"Polígono 8 Parcela 134 CERRO MULERA.","No Restringido",Existente,,AZOTEA,,,
LO,2864,LO-002864,SPA-HU,7165,SPA-HU07165,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:57",HU7165,41.799314,0.416245,258.0,,22031A00800011,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 8 Parcela 24. FARINALES","No Restringido",Existente,,TORRE,,,
LO,4670,LO-004670,SPA-MX,3015,SPA-MX03015,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:32",MX3015,40.191725,-3.681914,605.0,,2195501VK4429S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,6533,LO-006533,SPA-TF,6135,SPA-TF06135,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:25",TF6135,28.479171,-16.313363,551.0,,1308103CS7510N,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,4592,LO-004592,SPA-MX,2001,SPA-MX02001,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:10",MX2001,40.473921,-3.846259,700.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,3473,LO-003473,SPA-LE,1717,SPA-LE01717,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:39",LE1717,42.613987,-6.366752,748.0,,24173A00101791,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 1 Parcela 1791 LA ESCALERA.","No Restringido",Existente,,TORRE,,,
LO,3476,LO-003476,SPA-LE,1720,SPA-LE01720,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:40",LE1720,42.550974,-6.181739,1127.0,,24024A01710526,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 17 Parcela 10526 MONTE.","No Restringido",Existente,,TORRE,,,
LO,7062,LO-007062,SPA-VA,2220,SPA-VA02220,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:21",VA2220,41.746434,-4.374596,796.0,,47062A01800009,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 18 Parcela 11 PARADEJ. ESGUEVILLAS DE ESGUEVA (VALLADOLID)","No Restringido",Existente,,TORRE,,,
LO,3849,LO-003849,SPA-MA,2591,SPA-MA02591,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:59",MA2591,36.695569,-4.497918,17.0,,29900A01709000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,7377,LO-007377,SPA-VX,740,SPA-VX00740,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:21",VX0740,39.122953,-0.454753,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 8 Parcela 132. CENSALS.",,Existente,,TORRE,,,
LO,6962,LO-006962,SPA-TX,8035,SPA-TX08035,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:36",TX8035,41.253225,1.551056,134.0,,8780808CF7688B,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,No,"CL MOSSEN JOSEP M JANE 21",Restringido,Existente,,AZOTEA,,,
LO,7760,LO-007760,SPA-ZX,375,SPA-ZX00375,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:54",ZX0375,41.446396,-1.709048,732.0,,50029A01200039,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 8 Parcela 15 PALOMAREJO","No Restringido",Existente,,TORRE,,,
LO,4719,LO-004719,SPA-MX,3529,SPA-MX03529,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:44",MX3529,40.303969,-3.660827,582.0,,28065A03409005,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,,,,Existente,,TORRE,,,
LO,3065,LO-003065,SPA-IB,101,SPA-IB00101,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:25",IB0101,39.555291,2.61925,51.0,,7486801DD6778E,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,4230,LO-004230,SPA-MX,97,SPA-MX00097,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:37:27",MX0097,40.457656,-3.701051,707.0,,0789316VK4708H,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,36,LO-000036,SPA-AB,5918,SPA-AB05918,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:27",AB5918,38.1142,-2.385958,1597.0,,02055A02900038,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Público,Si,"Polígono 29, Parcela 38. CHAPARRAL.","No Restringido",Existente,,TORRE,,,
LO,4642,LO-004642,SPA-MX,2223,SPA-MX02223,Caído,"Oscar Camps Solaesa",2023-05-23,"2023-10-27 20:19:48",MX2223,40.572817,-3.9247,866.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,,,Restringido,Existente,,AZOTEA,,,
LO,2702,LO-002702,SPA-GR,6022,SPA-GR06022,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:05:47",GR6022,37.391336,-3.528459,827.0,,3485065VG5338E,,,,,,,,Residencial,Urbano,"Doble Titularidad",Privado,,"CL ESCUELAS 14(A)","No Restringido",Existente,,TORRE,,,
LO,5795,LO-005795,SPA-SE,162,SPA-SE00162,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:59",SE0162,37.429039,-5.893016,23.0,,41900A01700002,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,6634,LO-006634,SPA-TO,13,SPA-TO00013,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:19:57",TO0013,39.827806,-3.968683,659.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,No,,Restringido,Existente,,TORRE,,,
LO,5629,LO-005629,SPA-PX,7796,SPA-PX07796,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:01:03",PX7796,41.990003,-4.270896,838.0,,34087A00305001,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 3 Parcela 3, PICO.","No Restringido",Existente,,TORRE,,,
LO,4214,LO-004214,SPA-MX,63,SPA-MX00063,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:37:23",MX0063,40.423949,-3.695126,661.0,,1152203VK4715C,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,907,LO-000907,SPA-BX,449,SPA-BX00449,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:57",BX0449,41.428166,2.164532,79.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,,Existente,,AZOTEA,,,
LO,3365,LO-003365,SPA-LE,53,SPA-LE00053,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:12",LE0053,42.379707,-5.696461,818.0,,24018A80900041,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 809 Parcela 41 LAGUNA LECHE.","No Restringido",Existente,,TORRE,,,
LO,2548,LO-002548,SPA-GI,8522,SPA-GI08522,Caído,"Oscar Camps Solaesa",2023-05-23,"2023-10-06 10:39:57",GI8522,41.786358,3.037491,0.0,,17170A00209000,,,,,,,,,,"Propietario único",,No,"CL MESTRE D'AIXA",Restringido,Existente,,TORRE,,,
LO,4070,LO-004070,SPA-MU,127,SPA-MU00127,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:05",MU0127,37.983856,-1.131515,43.0,,4258801XH6045N,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,4661,LO-004661,SPA-MX,2565,SPA-MX02565,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:29",MX2565,40.41837,-3.533564,612.0,,4945901VK5744N,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,7795,LO-007795,SPA-ZX,586,SPA-ZX00586,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:20:17",ZX0586,41.206922,-1.784392,826.0,,,,,,,,,,Agrícola,Rústico,"Propietario único",,Si,,,Existente,,TORRE,,,
LO,3816,LO-003816,SPA-MA,2513,SPA-MA02513,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:50",MA2513,36.743116,-4.488716,114.0,,29900A03209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,TORRE,,,
LO,6728,LO-006728,SPA-TO,519,SPA-TO00519,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:42:18",TO0519,40.095954,-4.68714,534.0,,45043A00600004,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 6 Parcela 4","No Restringido",Existente,,TORRE,,,
LO,7294,LO-007294,SPA-VX,140,SPA-VX00140,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:00",VX0140,39.591659,-0.36775,50.0,,46179A00600058,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 6 Parcela 58 MAS BLANCH.","No Restringido",Existente,,TORRE,,,
LO,720,LO-000720,SPA-BU,4272,SPA-BU04272,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:44",BU4272,42.53243,-3.779638,925.0,,09175A51325299,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 513 Parcela 25299 CAMPILLO. HUERMECES (BURGOS)","No Restringido",Existente,,TORRE,,,
LO,3736,LO-003736,SPA-LX,9514,SPA-LX09514,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:49:45",LX9514,42.097767,1.289223,700.0,,25206A00300117,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 3 Parcela 117 JOU.","No Restringido",Existente,,TORRE,,,
LO,310,LO-000310,SPA-AX,5516,SPA-AX05516,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:42:58",AX5516,38.388129,-0.410801,5.0,,03050A00809000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,,Existente,,AZOTEA,,,
LO,8661,LO-008661,SPA-GR,9489,SPA-GR09489,Activo,"Alexandre GOMBA",2024-01-18,"2024-01-18 21:26:49",GR9489,37.237361,-3.657944,637.0,,,,,,,,,,Residencial,Urbano,,,,,,Nuevo,,,,,
